2026-07-29 01:06:09 | DEBUG    | whisper_tools.logging_config:80 | Logging initialised → /Users/hazem/ws/whisper-tools/logs/whisper_tools_20260728_230609.log (file) | console threshold: WARNING
2026-07-29 01:06:09 | INFO     | whisper_tools.main:859 | whisper-tools session started — log: /Users/hazem/ws/whisper-tools/logs/whisper_tools_20260728_230609.log
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'64'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 28 Jul 2026 23:06:24 GMT'), (b'ETag', b'W/"40-09f9IAqP13xarAhQxFS2W8rvRkM"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a6935f0-2b1648f17fe6c3ed6197f735;81c9b503-1ad5-47d2-8733-a44363961931'), (b'RateLimit', b'"api";r=998;t=174'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Error-Code', b'EntryNotFound'), (b'X-Error-Message', b'additional_chat_templates does not exist on "main"'), (b'X-Cache', b'Error from cloudfront'), (b'Via', b'1.1 79006a1b1266ae3c597864512702ebf8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'FRA50-P2'), (b'Alt-Svc', b'h3=":443"; ma=86400'), (b'X-Amz-Cf-Id', b'jiHyDPrttgEszl5Hn_Oj9umhbHF6_ANE_fYpZ7mRD2oXyh7_y2gYng==')])
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 28 Jul 2026 23:06:24 GMT'), (b'content-encoding', b'gzip'), (b'ETag', b'W/"5e1-izsPT3aGVI/mcNxXbHvcx3DtTAs"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a6935f0-6f3f0c99555d244b5d3341f5;c6a24af6-3458-4fb4-a123-852f345fd4ef'), (b'RateLimit', b'"api";r=997;t=174'), (b'RateLimit-Policy', b'"fixed window";"api";q=1000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'vary', b'Accept-Encoding'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 79006a1b1266ae3c597864512702ebf8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'FRA50-P2'), (b'Alt-Svc', b'h3=":443"; ma=86400'), (b'X-Amz-Cf-Id', b'iyqzA5qCP6TMH5es4vXvV7OZj2Z_LPkK_RjBYqPqe3SoZo85LzpSPQ==')])
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'GET']>
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:24 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'256'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 28 Jul 2026 23:06:25 GMT'), (b'Location', b'/api/resolve-cache/models/Helsinki-NLP/opus-mt-ar-de/8e6cbcce68feaf4eed2b926eccd31bfca97fab05/config.json?%2FHelsinki-NLP%2Fopus-mt-ar-de%2Fresolve%2Fmain%2Fconfig.json=&etag=%22ff7d4f7027bcf2e8bbfed0522f49c87f7fb1b645%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a6935f1-2d7f903c77ef66722f1919f8;b6704b6c-b7da-4c4e-b8b4-d8b866d61695'), (b'RateLimit', b'"resolvers";r=4998;t=173'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'8e6cbcce68feaf4eed2b926eccd31bfca97fab05'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"ff7d4f7027bcf2e8bbfed0522f49c87f7fb1b645"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 79006a1b1266ae3c597864512702ebf8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'FRA50-P2'), (b'Alt-Svc', b'h3=":443"; ma=86400'), (b'X-Amz-Cf-Id', b'-54To1dcsssWb1soOpw1S-6xWyrG_ng2zxn1KtgJX_zWPCo7BLwR_g==')])
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'1394'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 28 Jul 2026 10:48:44 GMT'), (b'ETag', b'"ff7d4f7027bcf2e8bbfed0522f49c87f7fb1b645"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a68890c-33596c131aed8f834df65133;c8ac57d4-87b6-42df-8c29-5f2d5f4a4166'), (b'RateLimit', b'"resolvers";r=4982;t=34'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'8e6cbcce68feaf4eed2b926eccd31bfca97fab05'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'config.json; filename="config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 79006a1b1266ae3c597864512702ebf8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'FRA50-P2'), (b'Alt-Svc', b'h3=":443"; ma=86400'), (b'X-Amz-Cf-Id', b'rPyc5xrKUqF4WXJ54W7rqJkrSxbDVSYW1XsvZozm3UxrYzN_Y9BL1w=='), (b'Age', b'44261')])
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'15'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 28 Jul 2026 23:06:25 GMT'), (b'ETag', b'W/"f-mY2VvLxuxB7KhsoOdQTlMTccuAQ"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a6935f1-53e7fe802d9ca7fa333a49d8;a706aa9d-5a1e-41a4-803a-2c97b668db0b'), (b'RateLimit', b'"resolvers";r=4997;t=173'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'8e6cbcce68feaf4eed2b926eccd31bfca97fab05'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'X-Error-Code', b'EntryNotFound'), (b'X-Error-Message', b'Entry not found'), (b'X-Cache', b'Error from cloudfront'), (b'Via', b'1.1 79006a1b1266ae3c597864512702ebf8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'FRA50-P2'), (b'Alt-Svc', b'h3=":443"; ma=86400'), (b'X-Amz-Cf-Id', b'Xehb15Qx4piDZ2WP_CB0aCKXX6LBm657KS_YCIzCbAfyNA46C-wltA==')])
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'15'), (b'Connection', b'keep-alive'), (b'Date', b'Tue, 28 Jul 2026 23:06:25 GMT'), (b'ETag', b'W/"f-mY2VvLxuxB7KhsoOdQTlMTccuAQ"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a6935f1-358a13667cb7d62e19f05ee1;0fdeb4d4-0a7f-4edf-9960-11a442b35280'), (b'RateLimit', b'"resolvers";r=4996;t=173'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'8e6cbcce68feaf4eed2b926eccd31bfca97fab05'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'X-Error-Code', b'EntryNotFound'), (b'X-Error-Message', b'Entry not found'), (b'X-Cache', b'Error from cloudfront'), (b'Via', b'1.1 79006a1b1266ae3c597864512702ebf8.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'FRA50-P2'), (b'Alt-Svc', b'h3=":443"; ma=86400'), (b'X-Amz-Cf-Id', b'wHySAEOpczs_v4iK_OtU3dr4L8DHw4tPhG7S16ga1j8O38E9BGQtZQ==')])
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.started
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | response_closed.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_headers.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.started request=<Request [b'HEAD']>
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | send_request_body.complete
2026-07-29 01:06:25 | DEBUG    | httpcore.http11:47 | receive_response_headers.started request=<Request [b'HEAD']>
